[ 2014-10-11T15:12:00+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2014-10-11T15:12:01+08:00 ] /ak911/index.php/Public/login | INFO: Run TokenBuild Behavior [ RunTime:0.001170s ]
[ 2014-10-11T15:12:01+08:00 ] /ak911/index.php/Public/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000603s ]
[ 2014-10-11T15:12:01+08:00 ] /ak911/index.php/Public/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000785s ]
[ 2014-10-11T15:12:01+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003733s ]
[ 2014-10-11T15:12:01+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ view_end ] --START--
[ 2014-10-11T15:12:01+08:00 ] /ak911/index.php/Public/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000642s ]
[ 2014-10-11T15:12:01+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000729s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000563s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000667s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: get CommonAction.class.php 第 159 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009468s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000412s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006460s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.014857s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009375s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.002018s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.001464s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1412956800 WHERE _times !=1412956800 [ RunTime:0.027320s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] mysql_num_rows() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 132 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] mysql_free_result() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 97 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.006987s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT SUM(b1) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.053218s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001548s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001473s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT SUM(b4) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001427s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT SUM(b5) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001438s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT SUM(b6) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001437s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT `s2`,`i4`,`str29`,`str4`,`str5`,`str1` FROM `xt_fee` LIMIT 1   [ RunTime:0.000170s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.003759s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000261s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000197s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000301s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT `s11` FROM `xt_fee` LIMIT 1   [ RunTime:0.000166s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007266s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_xiaof` [ RunTime:0.005316s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | SQL: SELECT `id`,`user_id`,`agent_cf`,`re_path` FROM `xt_fck` WHERE is_pay>0 and agent_cf>=5|5|5|5|5  [ RunTime:0.004584s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000965s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.001051s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.064587s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.064679s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000628s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000593s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000403s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000615s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002449s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000537s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000611s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.000715s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000810s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000580s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000653s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007398s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000541s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006020s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000364s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: name PublicAction.class.php 第 259 行.
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.004603s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) LIMIT 1   [ RunTime:0.015325s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT * FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) ORDER BY baile desc,id desc LIMIT 0,20   [ RunTime:0.006784s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.003986s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000265s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000939s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001032s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ParseTemplate Behavior [ RunTime:0.027230s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027338s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ContentReplace Behavior [ RunTime:0.000539s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run TokenBuild Behavior [ RunTime:0.000473s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000319s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000517s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002065s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --START--
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000503s ]
[ 2014-10-11T15:16:29+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000576s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --START--
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000605s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000704s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: get CommonAction.class.php 第 159 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008248s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000543s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.008125s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000398s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007721s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.002040s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000665s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1412956800 WHERE _times !=1412956800 [ RunTime:0.008702s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2] mysql_num_rows() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 132 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2] mysql_free_result() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 97 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.004376s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SELECT SUM(b1) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001823s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001704s ]
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-11T15:16:30+08:00 ] /ak911/index.php | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412956800) AND (`e_date` < 1413043200)  ) LIMIT 1   [ RunTime:0.001660s ]
