[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000901s ]
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000613s ]
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000733s ]
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-08T09:43:54+08:00 ] /ak911/index.php/Public/verify/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000857s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000962s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [8] Undefined variable: get CommonAction.class.php 第 159 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008769s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.015291s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.007338s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.010374s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007925s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.001020s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000506s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1412697600 WHERE _times !=1412697600 [ RunTime:0.000339s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] mysql_num_rows() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 132 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] mysql_free_result() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 97 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.006143s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT SUM(b1) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412697600) AND (`e_date` < 1412784000)  ) LIMIT 1   [ RunTime:0.000362s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412697600) AND (`e_date` < 1412784000)  ) LIMIT 1   [ RunTime:0.000190s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412697600) AND (`e_date` < 1412784000)  ) LIMIT 1   [ RunTime:0.000214s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT SUM(b4) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412697600) AND (`e_date` < 1412784000)  ) LIMIT 1   [ RunTime:0.000184s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT SUM(b5) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412697600) AND (`e_date` < 1412784000)  ) LIMIT 1   [ RunTime:0.000176s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT SUM(b6) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1412697600) AND (`e_date` < 1412784000)  ) LIMIT 1   [ RunTime:0.000173s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT `s2`,`i4`,`str29`,`str4`,`str5`,`str1` FROM `xt_fee` LIMIT 1   [ RunTime:0.000182s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.007010s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000290s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000219s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000315s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT `s11` FROM `xt_fee` LIMIT 1   [ RunTime:0.000167s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007617s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SHOW COLUMNS FROM `xt_xiaof` [ RunTime:0.005065s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | SQL: SELECT `id`,`user_id`,`agent_cf`,`re_path` FROM `xt_fck` WHERE is_pay>0 and agent_cf>=5|5|5|5|5  [ RunTime:0.000285s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_template ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001023s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001104s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run ParseTemplate Behavior [ RunTime:0.014865s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014971s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run ContentReplace Behavior [ RunTime:0.000746s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run TokenBuild Behavior [ RunTime:0.000654s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000415s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000642s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002674s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_end ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000546s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000613s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.001019s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001141s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000731s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000815s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008254s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000403s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.007396s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000344s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: name PublicAction.class.php 第 259 行.
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.005104s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) LIMIT 1   [ RunTime:0.002013s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT * FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) ORDER BY baile desc,id desc LIMIT 0,20   [ RunTime:0.000450s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.004759s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000293s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000802s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000881s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010802s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010910s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ContentReplace Behavior [ RunTime:0.000619s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run TokenBuild Behavior [ RunTime:0.000507s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000367s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000570s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002282s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --START--
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000465s ]
[ 2014-10-08T09:57:18+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000535s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | INFO: Tag[ route_check ] --START--
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | INFO: Run CheckRoute Behavior [ RunTime:0.001050s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | INFO: Tag[ route_check ] --END-- [ RunTime:0.001173s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | INFO: Tag[ app_begin ] --START--
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001415s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001548s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008597s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000383s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006512s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000323s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/codys/Urlsz/20 | NOTIC: [8] Undefined index: Urlsz FckAction.class.php 第 794 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ route_check ] --START--
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run CheckRoute Behavior [ RunTime:0.001063s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ route_check ] --END-- [ RunTime:0.001169s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ app_begin ] --START--
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000851s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000924s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.008923s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000326s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006160s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000267s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SHOW COLUMNS FROM `xt_jydt` [ RunTime:0.005884s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | NOTIC: [8] Undefined index: isp FckAction.class.php 第 40 行.
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT `str6` FROM `xt_fee` LIMIT 1   [ RunTime:0.000230s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000776s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT COUNT(*) AS tp_count FROM `xt_jydt` WHERE uid=1 LIMIT 1   [ RunTime:0.000277s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_jydt` WHERE uid=1 ORDER BY id desc LIMIT 0,10   [ RunTime:0.000203s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_jydt` WHERE uid!=1 and status=0 ORDER BY time asc LIMIT 0,1   [ RunTime:0.000195s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT COUNT(*) AS tp_count FROM `xt_jydt` WHERE user_id='100000' and status=1 or status=2 LIMIT 1   [ RunTime:0.000163s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | SQL: SELECT * FROM `xt_jydt` WHERE user_id='100000' and status=1 or status=2 ORDER BY status asc,time desc LIMIT 0,10   [ RunTime:0.000181s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ view_template ] --START--
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run LocationTemplate Behavior [ RunTime:0.001240s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ view_template ] --END-- [ RunTime:0.001327s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ view_parse ] --START--
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run ParseTemplate Behavior [ RunTime:0.024231s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024333s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Tag[ view_filter ] --START--
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run ContentReplace Behavior [ RunTime:0.000709s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run TokenBuild Behavior [ RunTime:0.000711s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000501s ]
[ 2014-10-08T10:22:40+08:00 ] /ak911/index.php/Fck/list_jydt | INFO: Run ShowRuntime Behavior [ RunTime:0.000814s ]
