[ 2014-10-14T09:25:34+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ route_check ] --START--
[ 2014-10-14T09:25:35+08:00 ] /ak911/index.php/Public/login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000374s ]
[ 2014-10-14T09:25:35+08:00 ] /ak911/index.php/Public/login | INFO: Run ShowRuntime Behavior [ RunTime:0.000539s ]
[ 2014-10-14T09:25:35+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002103s ]
[ 2014-10-14T09:25:35+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ view_end ] --START--
[ 2014-10-14T09:25:35+08:00 ] /ak911/index.php/Public/login | INFO: Run ShowPageTrace Behavior [ RunTime:0.000566s ]
[ 2014-10-14T09:25:35+08:00 ] /ak911/index.php/Public/login | INFO: Tag[ view_end ] --END-- [ RunTime:0.000654s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000559s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000648s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [8] Undefined variable: get CommonAction.class.php 第 159 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 159 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.007628s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000385s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005522s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000535s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.009220s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000968s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000390s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: UPDATE `xt_fck` SET `day_feng`=0,_times=1413216000 WHERE _times !=1413216000 [ RunTime:0.000253s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] mysql_num_rows() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 132 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] mysql_free_result() expects parameter 1 to be resource, boolean given DbMysql.class.php 第 97 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_bonus` [ RunTime:0.028012s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT SUM(b1) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1413216000) AND (`e_date` < 1413302400)  ) LIMIT 1   [ RunTime:0.000345s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT SUM(b2) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1413216000) AND (`e_date` < 1413302400)  ) LIMIT 1   [ RunTime:0.000172s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT SUM(b3) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1413216000) AND (`e_date` < 1413302400)  ) LIMIT 1   [ RunTime:0.000187s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT SUM(b4) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1413216000) AND (`e_date` < 1413302400)  ) LIMIT 1   [ RunTime:0.000153s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT SUM(b5) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1413216000) AND (`e_date` < 1413302400)  ) LIMIT 1   [ RunTime:0.000156s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] trim() expects parameter 1 to be string, array given Db.class.php 第 549 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT SUM(b6) AS tp_sum FROM `xt_bonus` WHERE ( `uid` = '1' ) AND ( (`e_date` > 1413216000) AND (`e_date` < 1413302400)  ) LIMIT 1   [ RunTime:0.000154s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT `s2`,`i4`,`str29`,`str4`,`str5`,`str1` FROM `xt_fee` LIMIT 1   [ RunTime:0.000165s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.026582s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000255s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT `prem` FROM `xt_fck` WHERE ( `id` = '1' ) LIMIT 1   [ RunTime:0.000205s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT * FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000338s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT `s11` FROM `xt_fee` LIMIT 1   [ RunTime:0.000179s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.006707s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SHOW COLUMNS FROM `xt_xiaof` [ RunTime:0.010618s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | SQL: SELECT `id`,`user_id`,`agent_cf`,`re_path` FROM `xt_fck` WHERE is_pay>0 and agent_cf>=5|5|5|5|5  [ RunTime:0.000301s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | NOTIC: [2] Invalid argument supplied for foreach() IndexAction.class.php 第 146 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000808s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000883s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.012783s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012866s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000531s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000518s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000330s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000548s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002127s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000463s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000531s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run CheckRoute Behavior [ RunTime:0.000747s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000851s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000595s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000671s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined variable: post CommonAction.class.php 第 152 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] Invalid argument supplied for foreach() CommonAction.class.php 第 152 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.010812s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000418s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.006980s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000347s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | NOTIC: [8] Undefined index: name PublicAction.class.php 第 259 行.
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_form` [ RunTime:0.016756s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) LIMIT 1   [ RunTime:0.003854s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT * FROM `xt_form` WHERE ( `status` = 1 ) AND ( `title` LIKE '%%' ) ORDER BY baile desc,id desc LIMIT 0,20   [ RunTime:0.000893s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SHOW COLUMNS FROM `xt_msg` [ RunTime:0.005477s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | SQL: SELECT COUNT(*) AS tp_count FROM `xt_msg` WHERE ( `isid` = '1' ) AND ( `s_uid` = '1' ) AND ( `is_read` = 0 ) LIMIT 1   [ RunTime:0.000277s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000710s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000801s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ParseTemplate Behavior [ RunTime:0.010989s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011088s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ContentReplace Behavior [ RunTime:0.000792s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run TokenBuild Behavior [ RunTime:0.000774s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000520s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowRuntime Behavior [ RunTime:0.000794s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003209s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --START--
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000859s ]
[ 2014-10-14T09:25:39+08:00 ] /ak911/index.php/Public/News/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000964s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | INFO: Tag[ route_check ] --START--
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | INFO: Run CheckRoute Behavior [ RunTime:0.000810s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.000941s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | INFO: Tag[ app_begin ] --START--
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000694s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000779s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 153 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [8192] Function eregi() is deprecated CommonAction.class.php 第 160 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [2] eregi() expects parameter 2 to be string, array given CommonAction.class.php 第 160 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 105 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [2048] mktime() [<a href='function.mktime'>function.mktime</a>]: You should be using the time() function instead CommonAction.class.php 第 110 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SHOW COLUMNS FROM `xt_fck` [ RunTime:0.006980s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SELECT `user_id`,`password`,`user_type` FROM `xt_fck` WHERE ( `id` = '1' ) AND ( `user_id` = '100000' ) LIMIT 1   [ RunTime:0.000330s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SHOW COLUMNS FROM `xt_fee` [ RunTime:0.005072s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SELECT `i3` FROM `xt_fee` WHERE ( `id` = 1 ) LIMIT 1   [ RunTime:0.000283s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | NOTIC: [8] Undefined index: user_type CommonAction.class.php 第 81 行.
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SHOW COLUMNS FROM `xt_gp` [ RunTime:0.003823s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SHOW COLUMNS FROM `xt_gupiao` [ RunTime:0.003336s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SELECT `gp_one`,`gp_fxnum`,`gp_senum`,`gp_cnum` FROM `xt_fee` LIMIT 1   [ RunTime:0.000236s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SHOW COLUMNS FROM `xt_xml` [ RunTime:0.002979s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: SELECT * FROM `xt_gp` WHERE id=1 LIMIT 1   [ RunTime:0.000337s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: update xt_gp set yt_sellnum=gp_quantity,gp_quantity=0,closing=opening where id=1 and gp_quantity= [ RunTime:0.000124s ]
[ 2014-10-14T09:31:24+08:00 ] /ak911/index.php/Gupiao/codys/ | SQL: update xt_gp set today=opening,most_g=opening,most_d=opening,f_date='

1413250284' where id=1 [ RunTime:0.000192s ]
